idx	label	predict	radius	pABar	correct	time
3460	1	1	0.773	0.939	1	0:00:04.958069
3480	2	2	1.6	0.999	1	0:00:04.944308
3500	1	1	0.205	0.659	1	0:00:04.945351
3520	1	1	1.6	0.999	1	0:00:04.937116
3540	6	6	0.396	0.786	1	0:00:04.861981
3560	1	-1	-0.0982	0.422	0	0:00:04.891778
3580	4	4	0.554	0.866	1	0:00:05.033945
3600	4	2	1.33	0.996	0	0:00:04.925873
3620	0	-1	-0.287	0.283	0	0:00:04.878296
3640	6	2	0.105	0.583	0	0:00:05.119559
3660	0	0	0.674	0.911	1	0:00:04.978487
3680	0	0	0.15	0.618	1	0:00:04.933601
3700	3	3	0.706	0.921	1	0:00:04.931019
3720	2	2	1.6	0.999	1	0:00:04.924710
3740	0	0	1.13	0.988	1	0:00:04.929836
3760	7	7	1.08	0.984	1	0:00:04.932555
3780	4	4	0.00941	0.508	1	0:00:04.931262
3800	9	9	0.455	0.819	1	0:00:04.936809
3820	0	-1	-0.0285	0.477	0	0:00:04.931848
3840	6	3	0.863	0.958	0	0:00:04.776031
3860	7	7	1.6	0.999	1	0:00:05.020473
3880	6	-1	-0.128	0.399	0	0:00:04.886594
3900	3	6	1.03	0.981	0	0:00:04.882854
3920	7	7	0.593	0.882	1	0:00:04.886917
3940	6	-1	-0.125	0.401	0	0:00:04.893380
3960	2	2	0.829	0.951	1	0:00:04.892036
3980	9	9	0.0763	0.561	1	0:00:04.888162
4000	8	0	0.294	0.722	0	0:00:04.887277
4020	8	8	0.701	0.92	1	0:00:05.060763
4040	0	0	1.6	0.999	1	0:00:04.887520
4060	6	6	0.026	0.521	1	0:00:04.902399
4080	1	1	0.407	0.792	1	0:00:04.899183
4100	7	7	1.6	0.999	1	0:00:04.901266
4120	4	4	1.3	0.995	1	0:00:04.899258
4140	5	5	0.309	0.732	1	0:00:04.911888
4160	5	2	0.208	0.661	0	0:00:04.906558
4180	0	8	0.458	0.82	0	0:00:04.900996
4200	4	2	0.388	0.781	0	0:00:04.905860
4220	4	0	1.6	0.999	0	0:00:04.889282
4240	7	0	0.401	0.789	0	0:00:04.898465
4260	8	8	1.41	0.998	1	0:00:04.900192
4280	8	-1	-0.0973	0.423	0	0:00:04.901442
4300	8	8	1.26	0.994	1	0:00:04.905403
4320	1	-1	-0.00627	0.495	0	0:00:04.901748
4340	0	0	1.21	0.992	1	0:00:04.901332
4360	6	-1	-0.012	0.49	0	0:00:04.903930
4380	9	9	0.736	0.93	1	0:00:04.905003
4400	3	4	0.137	0.608	0	0:00:04.900280
4420	5	5	0.217	0.668	1	0:00:04.901541
4440	2	2	0.971	0.974	1	0:00:04.912332
4460	9	9	0.595	0.883	1	0:00:04.900869
4480	9	9	1.2	0.992	1	0:00:04.901300
4500	3	3	0.0362	0.529	1	0:00:04.903565
4520	3	6	0.523	0.852	0	0:00:04.905051
4540	9	9	1.53	0.999	1	0:00:04.898335
4560	1	1	0.975	0.974	1	0:00:05.085631
4580	6	4	0.652	0.904	0	0:00:05.046623
4600	4	4	0.293	0.721	1	0:00:04.907610
4620	7	3	0.563	0.87	0	0:00:04.902862
4640	2	2	0.363	0.766	1	0:00:04.905598
4660	7	7	0.0211	0.517	1	0:00:04.912369
4680	9	1	0.174	0.636	0	0:00:04.904029
4700	6	5	0.233	0.68	0	0:00:04.910376
4720	8	8	0.19	0.648	1	0:00:04.906266
4740	5	3	0.562	0.87	0	0:00:04.912328
4760	3	2	0.12	0.595	0	0:00:04.908074
4780	0	0	0.836	0.953	1	0:00:04.903735
4800	9	9	1.6	0.999	1	0:00:04.903324
4820	3	3	1.51	0.999	1	0:00:04.971242
4840	0	0	1.6	0.999	1	0:00:05.029761
4860	5	5	0.677	0.912	1	0:00:05.015609
4880	0	8	0.173	0.635	0	0:00:05.009721
4900	3	6	0.047	0.537	0	0:00:04.965141
4920	7	7	1.47	0.998	1	0:00:04.966514
4940	6	4	0.255	0.695	0	0:00:04.947310
4960	4	4	0.0133	0.511	1	0:00:04.954303
4980	1	9	0.408	0.793	0	0:00:04.949706
5000	7	7	1.6	0.999	1	0:00:04.951279
5020	8	8	1.6	0.999	1	0:00:04.942370
5040	3	3	0.205	0.659	1	0:00:04.958918
5060	6	-1	-0.278	0.289	0	0:00:04.950398
5080	7	7	1.53	0.999	1	0:00:04.948484
5100	3	3	1.43	0.998	1	0:00:04.954989
5120	9	9	0.592	0.882	1	0:00:04.946281
5140	8	8	1.2	0.992	1	0:00:04.910175
5160	0	0	0.87	0.959	1	0:00:04.906140
5180	9	7	0.192	0.649	0	0:00:04.897546
5200	3	3	1.02	0.979	1	0:00:04.876177
5220	0	0	1.03	0.98	1	0:00:04.866463
5240	1	9	0.272	0.707	0	0:00:04.869041
5260	0	0	1.56	0.999	1	0:00:04.872145
5280	0	8	0.0367	0.529	0	0:00:05.051198
5300	9	9	0.806	0.946	1	0:00:05.006872
5320	7	7	1.24	0.993	1	0:00:05.007815
5340	3	4	0.945	0.971	0	0:00:05.007954
5360	9	9	1.11	0.987	1	0:00:05.006090
5380	1	9	1.46	0.998	0	0:00:04.996274
5400	9	9	1.16	0.99	1	0:00:04.915714
5420	6	6	0.715	0.924	1	0:00:04.882830
5440	9	9	1.6	0.999	1	0:00:04.876393
5460	0	0	1.6	0.999	1	0:00:04.884892
5480	1	1	0.537	0.858	1	0:00:04.887599
5500	8	8	1.04	0.981	1	0:00:04.886828
5520	4	4	0.0281	0.522	1	0:00:04.895061
5540	5	5	0.0522	0.542	1	0:00:04.887876
5560	3	5	0.161	0.627	0	0:00:04.890041
5580	5	3	0.168	0.632	0	0:00:04.890526
5600	6	5	0.00878	0.507	0	0:00:04.887911
5620	3	-1	-0.13	0.398	0	0:00:04.889887
5640	2	2	0.699	0.919	1	0:00:04.889552
5660	9	9	0.106	0.584	1	0:00:04.888342
5680	2	3	0.401	0.789	0	0:00:04.895449
5700	3	3	0.584	0.879	1	0:00:05.075431
5720	9	9	1.43	0.998	1	0:00:04.913653
5740	6	6	0.871	0.959	1	0:00:04.910812
5760	2	2	0.366	0.768	1	0:00:04.906330
5780	7	7	1.6	0.999	1	0:00:04.909020
5800	2	2	0.185	0.644	1	0:00:04.910674
5820	5	5	0.408	0.793	1	0:00:04.920187
5840	2	2	0.688	0.915	1	0:00:04.912979
5860	0	0	0.615	0.891	1	0:00:04.905214
5880	0	0	1.6	0.999	1	0:00:04.896021
5900	4	-1	-0.085	0.433	0	0:00:04.907143
5920	8	8	1.6	0.999	1	0:00:04.909028
5940	7	4	0.526	0.854	0	0:00:04.893137
5960	2	6	0.0392	0.531	0	0:00:04.894313
5980	9	9	1.41	0.998	1	0:00:04.893943
6000	8	8	0.668	0.909	1	0:00:04.887068
6020	6	6	0.805	0.946	1	0:00:04.898622
6040	2	-1	-0.00426	0.497	0	0:00:04.898443
6060	3	3	0.223	0.672	1	0:00:04.889848
6080	1	1	0.699	0.919	1	0:00:04.898368
6100	1	1	0.929	0.968	1	0:00:04.897169
6120	5	5	0.804	0.946	1	0:00:04.891434
6140	9	9	1.05	0.982	1	0:00:04.893608
6160	2	2	0.0485	0.539	1	0:00:04.900499
6180	0	0	0.867	0.959	1	0:00:04.892852
6200	3	3	1.1	0.986	1	0:00:04.893343
6220	2	5	0.571	0.873	0	0:00:04.902092
6240	2	2	0.317	0.737	1	0:00:04.918262
6260	2	-1	-0.285	0.284	0	0:00:04.920032
6280	8	5	0.0643	0.551	0	0:00:04.917228
6300	1	1	0.246	0.689	1	0:00:04.917289
6320	0	0	1.15	0.989	1	0:00:04.909218
6340	3	3	1.05	0.982	1	0:00:04.911217
6360	2	2	0.396	0.786	1	0:00:04.908611
6380	3	3	0.398	0.787	1	0:00:05.075442
6400	0	8	0.126	0.6	0	0:00:04.978516
6420	7	7	1.6	0.999	1	0:00:05.002275
6440	3	-1	-0.415	0.204	0	0:00:05.001238
6460	3	3	0.4	0.788	1	0:00:04.806822
6480	0	0	0.917	0.967	1	0:00:04.813125
6500	7	-1	-0.312	0.266	0	0:00:04.813410
6520	6	4	0.196	0.652	0	0:00:05.131934
6540	8	8	1.1	0.986	1	0:00:05.025977
6560	6	-1	-0.126	0.401	0	0:00:04.830722
6580	1	-1	-0.00238	0.498	0	0:00:04.899486
6600	7	7	1.6	0.999	1	0:00:05.128983
6620	7	7	0.596	0.884	1	0:00:04.818829
6640	5	3	1.17	0.99	0	0:00:04.919595
6660	0	0	1.44	0.998	1	0:00:04.969145
6680	3	3	0.365	0.767	1	0:00:05.056117
6700	6	6	0.254	0.694	1	0:00:05.043251
6720	2	2	1.02	0.979	1	0:00:05.038967
6740	2	2	0.403	0.79	1	0:00:04.992267
6760	5	5	1.31	0.996	1	0:00:04.925262
6780	7	7	1.53	0.999	1	0:00:04.924571
6800	6	2	0.0295	0.524	0	0:00:04.933322
6820	1	1	1.6	0.999	1	0:00:04.821452
6840	9	9	0.923	0.968	1	0:00:04.857909
6860	0	2	0.0805	0.564	0	0:00:04.847769
6880	2	2	0.582	0.878	1	0:00:04.859554
6900	3	-1	-0.168	0.368	0	0:00:04.857768
6920	5	2	0.294	0.722	0	0:00:04.855542
6940	1	1	1.6	0.999	1	0:00:05.016834
6960	9	-1	-0.0811	0.436	0	0:00:04.947721
6980	0	0	0.0158	0.513	1	0:00:04.948839
7000	2	8	0.0423	0.534	0	0:00:04.946318
7020	7	7	1.6	0.999	1	0:00:04.939764
7040	7	-1	-0.00664	0.495	0	0:00:04.899901
7060	8	8	1.03	0.98	1	0:00:05.017213
7080	5	4	0.516	0.849	0	0:00:04.961871
7100	9	5	0.0926	0.573	0	0:00:04.965366
7120	7	5	0.446	0.814	0	0:00:04.881822
7140	4	4	0.213	0.665	1	0:00:04.821397
7160	5	5	1.23	0.993	1	0:00:04.822052
7180	6	6	0.575	0.875	1	0:00:04.828141
7200	4	-1	-0.221	0.329	0	0:00:05.009599
7220	9	9	0.315	0.736	1	0:00:04.917524
7240	0	8	0.0749	0.56	0	0:00:04.834936
7260	1	1	0.538	0.859	1	0:00:04.854136
7280	1	9	0.877	0.96	0	0:00:04.856822
7300	3	4	0.676	0.912	0	0:00:04.849990
7320	8	8	0.622	0.893	1	0:00:04.852954
7340	2	-1	-0.0633	0.45	0	0:00:04.851013
7360	2	4	0.0753	0.56	0	0:00:04.854376
7380	7	7	1.07	0.983	1	0:00:04.856462
7400	3	3	0.982	0.975	1	0:00:04.859046
7420	3	2	0.024	0.519	0	0:00:04.852411
7440	3	3	0.787	0.942	1	0:00:04.860506
7460	5	5	1.32	0.996	1	0:00:05.003479
7480	1	8	0.881	0.961	0	0:00:04.945437
7500	6	6	1.6	0.999	1	0:00:04.935924
7520	4	4	0.256	0.696	1	0:00:04.950305
7540	5	5	1.49	0.999	1	0:00:04.940435
7560	0	0	0.643	0.901	1	0:00:04.936216
7580	8	8	1.26	0.994	1	0:00:04.936899
7600	8	-1	-0.156	0.378	0	0:00:04.944214
7620	5	3	0.418	0.798	0	0:00:04.876073
7640	9	8	0.623	0.894	0	0:00:04.812618
7660	7	-1	-0.097	0.423	0	0:00:04.909112
7680	3	3	0.0571	0.545	1	0:00:04.822987
7700	6	6	0.786	0.942	1	0:00:05.018846
7720	5	-1	-0.324	0.259	0	0:00:04.958676
7740	4	-1	-0.0267	0.479	0	0:00:04.952295
7760	2	2	0.196	0.653	1	0:00:04.963488
7780	3	8	0.0949	0.575	0	0:00:04.991621
7800	0	0	1.35	0.996	1	0:00:04.969749
7820	5	5	0.861	0.957	1	0:00:04.838126
7840	1	1	1.38	0.997	1	0:00:04.843924
7860	8	8	0.897	0.964	1	0:00:04.910303
7880	0	-1	-0.00865	0.493	0	0:00:04.825881
7900	0	8	0.571	0.873	0	0:00:04.828293
7920	9	9	0.193	0.651	1	0:00:04.832018
7940	2	-1	-0.0257	0.48	0	0:00:04.839665
7960	0	0	0.427	0.803	1	0:00:04.988781
7980	3	3	0.68	0.913	1	0:00:05.021032
8000	9	9	1.01	0.978	1	0:00:04.997744
8020	6	3	0.988	0.976	0	0:00:04.940041
8040	2	2	1.39	0.997	1	0:00:04.941566
8060	6	6	0.938	0.97	1	0:00:04.936460
8080	4	4	0.281	0.713	1	0:00:04.935607
8100	6	2	0.371	0.771	0	0:00:04.935806
8120	8	9	0.332	0.746	0	0:00:04.934061
8140	5	-1	-0.181	0.359	0	0:00:04.934080
8160	6	6	1.1	0.986	1	0:00:04.933505
8180	4	4	0.384	0.778	1	0:00:04.935439
8200	3	4	0.694	0.918	0	0:00:04.934950
8220	6	-1	-0.0316	0.475	0	0:00:04.935482
8240	7	7	1.51	0.999	1	0:00:04.933355
8260	1	1	1.6	0.999	1	0:00:04.933119
8280	4	3	0.153	0.62	0	0:00:04.935854
8300	5	2	0.129	0.602	0	0:00:04.856763
8320	7	4	0.577	0.876	0	0:00:04.889609
8340	5	3	0.376	0.774	0	0:00:04.887626
8360	7	7	1.56	0.999	1	0:00:04.887728
8380	9	9	1.56	0.999	1	0:00:04.888709
8400	0	-1	-0.189	0.353	0	0:00:04.889086
8420	3	6	0.247	0.689	0	0:00:04.906645
8440	5	3	0.138	0.609	0	0:00:05.043415
8460	8	8	1.6	0.999	1	0:00:04.908230
8480	2	2	0.295	0.723	1	0:00:04.960622
8500	4	4	0.983	0.975	1	0:00:04.949361
8520	8	8	1.11	0.987	1	0:00:04.779052
8540	4	2	0.348	0.757	0	0:00:04.867491
8560	7	7	1.35	0.996	1	0:00:05.000862
8580	3	5	0.521	0.851	0	0:00:05.000313
8600	3	3	0.112	0.588	1	0:00:04.906692
8620	3	4	0.169	0.633	0	0:00:04.923823
8640	1	1	0.727	0.927	1	0:00:04.922779
8660	7	7	1.25	0.994	1	0:00:05.177220
8680	3	-1	-0.0509	0.459	0	0:00:05.079007
8700	3	3	1.11	0.987	1	0:00:05.149728
8720	2	0	1.56	0.999	0	0:00:05.024726
8740	2	5	0.0694	0.555	0	0:00:05.099518
8760	8	8	1.6	0.999	1	0:00:04.925496
8780	4	4	0.767	0.937	1	0:00:04.931664
8800	0	0	1.23	0.993	1	0:00:04.915427
8820	2	2	1.6	0.999	1	0:00:04.944647
8840	2	5	0.0878	0.57	0	0:00:05.202765
8860	2	2	1.35	0.996	1	0:00:04.923914
8880	1	1	1.19	0.992	1	0:00:04.922238
8900	2	4	0.534	0.857	0	0:00:04.924646
8920	6	6	0.594	0.883	1	0:00:04.927162
8940	6	3	0.786	0.942	0	0:00:04.928766
8960	0	0	1.19	0.991	1	0:00:04.916797
8980	9	9	1.6	0.999	1	0:00:04.913977
9000	8	8	1.6	0.999	1	0:00:04.920597
9020	7	7	1.11	0.987	1	0:00:04.923787
9040	2	5	0.131	0.603	0	0:00:04.920199
9060	9	9	0.115	0.591	1	0:00:04.928606
9080	3	3	0.137	0.608	1	0:00:04.922613
9100	9	-1	-0.256	0.305	0	0:00:04.928379
9120	3	-1	-0.0674	0.446	0	0:00:04.918534
9140	7	7	0.316	0.736	1	0:00:04.920694
9160	5	3	0.711	0.923	0	0:00:04.917167
9180	5	5	1.43	0.998	1	0:00:05.079592
9200	8	8	1.6	0.999	1	0:00:05.061911
9220	8	8	1.56	0.999	1	0:00:04.905876
9240	8	8	1.39	0.997	1	0:00:04.914279
9260	5	5	0.894	0.963	1	0:00:04.916070
9280	9	8	0.591	0.881	0	0:00:04.915594
9300	5	-1	-0.0326	0.474	0	0:00:04.918008
9320	9	9	1.4	0.997	1	0:00:04.922655
9340	1	1	1.6	0.999	1	0:00:04.914164
9360	5	5	0.427	0.803	1	0:00:04.918891
9380	5	3	1.22	0.993	0	0:00:04.920561
9400	6	-1	-0.0691	0.445	0	0:00:04.922525
9420	5	5	1.26	0.994	1	0:00:04.922431
9440	8	8	1.6	0.999	1	0:00:04.913860
9460	3	7	0.275	0.709	0	0:00:04.916236
9480	2	-1	-0.058	0.454	0	0:00:04.919975
9500	9	9	0.316	0.737	1	0:00:04.922829
9520	1	1	1.21	0.992	1	0:00:04.919049
9540	5	5	0.367	0.768	1	0:00:04.916513
9560	9	7	0.39	0.782	0	0:00:04.920283
9580	1	8	0.0542	0.543	0	0:00:04.917293
9600	8	8	0.968	0.974	1	0:00:04.917946
9620	4	4	0.732	0.928	1	0:00:04.915602
9640	5	5	0.745	0.932	1	0:00:04.923012
9660	6	6	1.6	0.999	1	0:00:04.908473
9680	8	8	1.56	0.999	1	0:00:04.911192
9700	0	0	1.33	0.996	1	0:00:05.167955
9720	8	8	0.399	0.788	1	0:00:05.027158
9740	3	-1	-0.24	0.316	0	0:00:05.047092
9760	9	3	0.0673	0.554	0	0:00:05.043857
9780	4	-1	-0.00125	0.499	0	0:00:05.041219
9800	1	1	1.6	0.999	1	0:00:05.032033
9820	0	8	0.601	0.885	0	0:00:04.856129
9840	4	-1	-0.0682	0.446	0	0:00:04.868046
9860	0	5	0.375	0.773	0	0:00:04.860886
9880	7	-1	-0.0669	0.447	0	0:00:04.893705
9900	8	8	0.808	0.947	1	0:00:05.091932
9920	6	6	0.221	0.671	1	0:00:05.057609
9940	4	5	0.74	0.931	0	0:00:05.098858
9960	2	0	1.21	0.992	0	0:00:05.093360
9980	0	0	1.6	0.999	1	0:00:05.084033
