idx	label	predict	radius	pABar	correct	time
880	8	8	1.6	0.999	1	0:00:05.655189
900	2	6	1.19	0.992	0	0:00:05.586590
920	6	6	1.01	0.979	1	0:00:05.439136
940	9	9	0.926	0.968	1	0:00:05.433580
960	9	9	0.278	0.711	1	0:00:05.429541
980	2	6	0.268	0.704	0	0:00:05.431969
1000	5	5	1.6	0.999	1	0:00:05.431296
1020	1	1	0.778	0.94	1	0:00:05.438771
1040	7	7	1.16	0.99	1	0:00:05.453038
1060	9	9	1.26	0.994	1	0:00:06.049450
1080	6	6	1.35	0.996	1	0:00:05.640252
1100	7	8	0.349	0.757	0	0:00:05.519542
1120	5	2	0.34	0.752	0	0:00:05.522118
1140	6	6	0.284	0.715	1	0:00:05.520620
1160	8	8	0.91	0.966	1	0:00:05.516450
1180	3	3	1.6	0.999	1	0:00:05.504850
1200	8	8	0.581	0.877	1	0:00:05.527105
1220	9	6	0.319	0.738	0	0:00:05.514196
1240	2	3	0.388	0.781	0	0:00:05.501997
1260	1	9	1.14	0.989	0	0:00:05.518534
1280	3	5	0.36	0.764	0	0:00:05.524337
1300	4	0	1.6	0.999	0	0:00:05.491779
1320	7	2	0.662	0.907	0	0:00:05.513733
1340	1	1	1.56	0.999	1	0:00:05.513673
1360	7	7	1.27	0.995	1	0:00:05.522933
1380	4	-1	-0.155	0.379	0	0:00:05.511255
1400	5	3	0.271	0.706	0	0:00:05.511728
1420	4	4	0.096	0.576	1	0:00:05.518589
1440	0	8	0.708	0.922	0	0:00:05.529308
1460	6	6	0.829	0.951	1	0:00:05.531995
1480	1	1	0.329	0.745	1	0:00:05.510389
1500	1	1	1.6	0.999	1	0:00:05.504065
1520	7	7	0.414	0.796	1	0:00:05.510266
1540	8	8	1.6	0.999	1	0:00:05.525645
1560	7	7	1.6	0.999	1	0:00:05.529495
1580	6	3	0.772	0.939	0	0:00:05.535420
1600	8	2	0.00125	0.501	0	0:00:05.546066
1620	5	5	0.209	0.662	1	0:00:05.533932
1640	7	3	0.834	0.952	0	0:00:05.540652
1660	3	5	0.146	0.615	0	0:00:05.547331
1680	6	6	0.112	0.589	1	0:00:05.519799
1700	5	2	0.44	0.81	0	0:00:05.526092
1720	4	-1	-0.0895	0.429	0	0:00:05.537482
1740	1	1	0.886	0.962	1	0:00:05.528449
1760	0	0	1.0	0.977	1	0:00:05.525892
1780	7	7	0.643	0.901	1	0:00:05.527889
1800	4	8	0.315	0.736	0	0:00:05.526347
1820	8	8	0.368	0.769	1	0:00:05.527931
1840	8	4	0.0255	0.52	0	0:00:05.517623
1860	8	8	1.14	0.989	1	0:00:05.529576
1880	1	1	0.528	0.855	1	0:00:05.523645
1900	8	8	1.6	0.999	1	0:00:05.519538
1920	2	2	1.6	0.999	1	0:00:05.528664
1940	5	5	0.678	0.912	1	0:00:05.527604
1960	2	5	0.31	0.732	0	0:00:05.532972
1980	9	9	1.6	0.999	1	0:00:05.523330
2000	1	3	0.99	0.976	0	0:00:05.529315
2020	9	9	1.2	0.992	1	0:00:05.516998
2040	0	0	0.6	0.885	1	0:00:05.513407
2060	5	3	0.646	0.902	0	0:00:05.527097
2080	1	9	0.0637	0.551	0	0:00:05.536726
2100	2	8	0.0737	0.559	0	0:00:05.520949
2120	4	8	0.192	0.65	0	0:00:05.525322
2140	9	9	1.49	0.999	1	0:00:05.521923
2160	0	0	0.0471	0.538	1	0:00:05.509507
2180	4	8	0.0199	0.516	0	0:00:05.509538
2200	0	-1	-0.00514	0.496	0	0:00:05.343626
2220	1	1	1.56	0.999	1	0:00:05.361217
2240	9	8	0.05	0.54	0	0:00:05.633445
2260	4	4	1.35	0.996	1	0:00:05.513933
2280	4	3	0.245	0.688	0	0:00:05.789405
2300	3	3	1.49	0.999	1	0:00:05.554046
2320	5	2	1.34	0.996	0	0:00:05.557645
2340	7	7	1.6	0.999	1	0:00:05.534900
2360	7	5	0.871	0.959	0	0:00:05.549583
2380	8	8	1.26	0.994	1	0:00:05.534045
2400	0	0	1.51	0.999	1	0:00:05.521096
2420	8	5	0.185	0.644	0	0:00:05.553110
2440	7	7	0.416	0.797	1	0:00:05.551968
2460	9	3	1.19	0.991	0	0:00:05.542664
2480	8	8	1.6	0.999	1	0:00:05.539294
2500	4	4	0.711	0.922	1	0:00:05.540471
2520	1	1	0.681	0.913	1	0:00:05.604415
2540	2	3	0.842	0.954	0	0:00:05.517289
2560	7	4	0.0654	0.552	0	0:00:05.540548
2580	6	6	0.276	0.709	1	0:00:05.429618
2600	8	8	1.56	0.999	1	0:00:05.427994
2620	1	1	0.428	0.804	1	0:00:05.438338
2640	7	7	1.56	0.999	1	0:00:05.440417
2660	3	2	0.348	0.757	0	0:00:05.437819
2680	0	0	1.6	0.999	1	0:00:05.424264
2700	9	9	0.173	0.635	1	0:00:05.442510
2720	3	3	1.12	0.987	1	0:00:05.441376
2740	1	1	0.456	0.819	1	0:00:05.442147
2760	2	2	1.6	0.999	1	0:00:05.429484
2780	7	7	1.6	0.999	1	0:00:05.445381
2800	4	6	0.0906	0.572	0	0:00:05.445640
2820	6	3	0.255	0.695	0	0:00:05.437934
2840	3	3	1.6	0.999	1	0:00:05.430997
2860	5	-1	-0.162	0.373	0	0:00:05.434252
2880	4	4	1.6	0.999	1	0:00:05.441147
2900	3	2	0.127	0.6	0	0:00:05.457248
2920	2	3	0.115	0.591	0	0:00:05.440710
2940	3	0	1.6	0.999	0	0:00:05.429797
2960	9	9	0.417	0.798	1	0:00:05.437203
2980	8	8	1.08	0.985	1	0:00:05.432121
3000	5	5	1.6	0.999	1	0:00:05.437760
3020	1	1	1.6	0.999	1	0:00:05.443712
3040	7	7	1.6	0.999	1	0:00:05.438636
3060	7	3	0.41	0.794	0	0:00:05.439177
3080	1	1	0.629	0.896	1	0:00:05.435278
3100	0	0	0.741	0.931	1	0:00:05.411021
3120	4	-1	-0.106	0.416	0	0:00:05.424412
3140	8	8	1.6	0.999	1	0:00:06.012540
3160	6	3	0.338	0.75	0	0:00:05.868178
3180	3	3	1.22	0.993	1	0:00:05.603315
3200	5	7	0.235	0.681	0	0:00:05.596826
3220	3	3	1.27	0.995	1	0:00:05.639161
3240	4	3	0.257	0.697	0	0:00:05.483739
3260	7	7	1.6	0.999	1	0:00:05.472402
3280	3	-1	-0.101	0.42	0	0:00:05.477217
3300	4	4	0.24	0.685	1	0:00:05.493250
3320	2	7	1.24	0.993	0	0:00:05.499444
3340	6	6	0.224	0.673	1	0:00:05.495057
3360	4	3	0.384	0.779	0	0:00:05.491428
3380	8	8	1.6	0.999	1	0:00:05.527770
3400	6	0	0.184	0.643	0	0:00:05.704962
3420	5	3	1.6	0.999	0	0:00:06.092270
3440	2	3	1.6	0.999	0	0:00:06.228723
3460	1	1	1.29	0.995	1	0:00:06.208389
3480	2	2	1.6	0.999	1	0:00:06.226548
3500	1	1	1.19	0.991	1	0:00:06.215507
3520	1	1	1.56	0.999	1	0:00:06.127699
3540	6	6	1.53	0.999	1	0:00:05.684641
3560	1	8	0.205	0.659	0	0:00:05.828655
3580	4	4	0.0364	0.529	1	0:00:05.751957
3600	4	2	1.32	0.996	0	0:00:05.454951
3620	0	6	0.499	0.841	0	0:00:05.453007
3640	6	2	0.863	0.958	0	0:00:05.453339
3660	0	0	0.588	0.88	1	0:00:05.440112
3680	0	-1	-0.208	0.339	0	0:00:05.455829
3700	3	3	1.6	0.999	1	0:00:05.445319
3720	2	2	1.6	0.999	1	0:00:05.448817
3740	0	0	1.03	0.98	1	0:00:05.455855
3760	7	7	1.37	0.997	1	0:00:05.457811
3780	4	4	0.379	0.776	1	0:00:05.455749
3800	9	9	0.768	0.938	1	0:00:05.461969
3820	0	2	0.318	0.738	0	0:00:05.453563
3840	6	3	0.577	0.876	0	0:00:05.934667
3860	7	7	1.16	0.99	1	0:00:05.902946
3880	6	-1	-0.0211	0.483	0	0:00:05.507232
3900	3	6	0.756	0.935	0	0:00:05.504898
3920	7	5	0.152	0.619	0	0:00:05.525377
3940	6	3	0.633	0.897	0	0:00:05.524267
3960	2	2	1.6	0.999	1	0:00:05.521135
3980	9	3	0.0194	0.516	0	0:00:05.523010
4000	8	0	0.426	0.803	0	0:00:05.515137
4020	8	8	1.6	0.999	1	0:00:05.505470
4040	0	0	1.6	0.999	1	0:00:05.503506
4060	6	3	0.826	0.951	0	0:00:05.503463
4080	1	1	0.823	0.95	1	0:00:05.975868
4100	7	7	1.6	0.999	1	0:00:05.688712
4120	4	4	0.142	0.612	1	0:00:05.621308
4140	5	5	0.24	0.684	1	0:00:05.764653
4160	5	5	0.00251	0.502	1	0:00:05.658343
4180	0	8	0.79	0.943	0	0:00:05.388580
4200	4	2	0.739	0.93	0	0:00:05.387676
4220	4	0	1.56	0.999	0	0:00:05.377802
4240	7	0	0.414	0.796	0	0:00:05.391987
4260	8	8	1.6	0.999	1	0:00:05.389585
4280	8	-1	-0.154	0.379	0	0:00:05.973845
4300	8	8	1.6	0.999	1	0:00:05.664079
4320	1	8	0.839	0.953	0	0:00:05.586813
4340	0	0	1.28	0.995	1	0:00:05.477439
4360	6	5	0.893	0.963	0	0:00:05.479146
4380	9	8	0.841	0.954	0	0:00:05.482244
4400	3	4	0.37	0.771	0	0:00:05.483621
4420	5	5	0.2	0.656	1	0:00:05.487091
4440	2	2	0.976	0.975	1	0:00:05.480966
4460	9	8	0.525	0.853	0	0:00:05.485506
4480	9	3	0.366	0.768	0	0:00:05.478735
4500	3	5	0.917	0.967	0	0:00:05.591652
4520	3	3	0.309	0.731	1	0:00:05.402868
4540	9	3	0.695	0.918	0	0:00:05.403162
4560	1	1	1.53	0.999	1	0:00:05.406480
4580	6	6	0.26	0.698	1	0:00:05.404184
4600	4	3	1.43	0.998	0	0:00:05.401499
4620	7	3	1.03	0.981	0	0:00:05.406043
4640	2	2	1.53	0.999	1	0:00:05.407881
4660	7	7	0.691	0.917	1	0:00:05.407266
4680	9	-1	-0.0683	0.446	0	0:00:05.889445
4700	6	5	0.0952	0.575	0	0:00:05.501046
4720	8	8	1.46	0.998	1	0:00:05.774346
4740	5	3	0.736	0.929	0	0:00:05.395137
4760	3	3	0.378	0.775	1	0:00:05.396223
4780	0	0	0.751	0.933	1	0:00:05.395507
4800	9	9	1.6	0.999	1	0:00:05.396735
4820	3	3	0.993	0.977	1	0:00:05.407367
4840	0	0	1.6	0.999	1	0:00:05.390620
4860	5	5	1.53	0.999	1	0:00:05.399975
4880	0	2	0.441	0.811	0	0:00:05.397008
4900	3	3	0.0578	0.546	1	0:00:05.398398
4920	7	7	1.6	0.999	1	0:00:05.394197
4940	6	2	0.0692	0.555	0	0:00:05.400040
4960	4	3	0.841	0.954	0	0:00:05.398492
4980	1	9	0.0537	0.543	0	0:00:05.405317
5000	7	7	1.6	0.999	1	0:00:05.401287
5020	8	8	1.6	0.999	1	0:00:05.390272
5040	3	1	0.417	0.798	0	0:00:05.398492
5060	6	3	0.721	0.925	0	0:00:05.497235
5080	7	7	1.34	0.996	1	0:00:05.983243
5100	3	3	1.6	0.999	1	0:00:05.532492
5120	9	9	0.619	0.892	1	0:00:05.764554
5140	8	8	1.6	0.999	1	0:00:05.424595
5160	0	-1	-0.165	0.371	0	0:00:05.396469
5180	9	2	0.0836	0.566	0	0:00:05.683841
5200	3	3	1.6	0.999	1	0:00:05.351218
5220	0	0	0.74	0.931	1	0:00:05.346932
5240	1	-1	-0.216	0.333	0	0:00:05.889676
5260	0	0	1.6	0.999	1	0:00:05.677632
5280	0	8	0.242	0.686	0	0:00:05.759007
5300	9	-1	-0.308	0.269	0	0:00:05.482563
5320	7	7	1.47	0.998	1	0:00:05.716728
5340	3	4	1.56	0.999	0	0:00:05.435611
5360	9	3	0.182	0.642	0	0:00:05.435967
5380	1	1	0.37	0.771	1	0:00:05.432403
5400	9	9	1.6	0.999	1	0:00:05.424446
5420	6	6	0.951	0.971	1	0:00:05.447725
5440	9	9	1.6	0.999	1	0:00:05.429689
5460	0	0	1.56	0.999	1	0:00:05.854725
5480	1	1	0.267	0.703	1	0:00:06.107035
5500	8	8	1.34	0.996	1	0:00:05.532483
5520	4	4	0.0796	0.563	1	0:00:05.920652
5540	5	2	0.125	0.599	0	0:00:05.409725
5560	3	3	0.427	0.804	1	0:00:05.416166
5580	5	3	1.47	0.998	0	0:00:05.413856
5600	6	3	0.778	0.94	0	0:00:05.423386
5620	3	6	1.27	0.995	0	0:00:05.890466
5640	2	2	0.984	0.976	1	0:00:05.891809
5660	9	9	0.541	0.86	1	0:00:05.770630
5680	2	3	1.05	0.982	0	0:00:05.678077
5700	3	5	0.22	0.67	0	0:00:05.781823
5720	9	9	1.2	0.992	1	0:00:05.689011
5740	6	4	0.027	0.522	0	0:00:05.534583
5760	2	2	0.367	0.769	1	0:00:05.470218
5780	7	7	1.6	0.999	1	0:00:05.469269
5800	2	2	0.625	0.894	1	0:00:05.474938
5820	5	3	0.0527	0.542	0	0:00:05.474309
5840	2	2	0.0748	0.559	1	0:00:05.471715
5860	0	0	0.0951	0.575	1	0:00:05.473738
5880	0	0	0.943	0.97	1	0:00:05.468076
5900	4	-1	-0.0692	0.445	0	0:00:05.471363
5920	8	8	1.6	0.999	1	0:00:05.476315
5940	7	4	0.895	0.963	0	0:00:05.477308
5960	2	6	0.515	0.848	0	0:00:05.467515
5980	9	9	1.6	0.999	1	0:00:05.465273
6000	8	8	0.576	0.875	1	0:00:05.465085
6020	6	6	0.227	0.675	1	0:00:05.474519
6040	2	-1	-0.23	0.323	0	0:00:05.476538
6060	3	4	0.152	0.62	0	0:00:05.381614
6080	1	1	1.6	0.999	1	0:00:05.400911
6100	1	1	1.49	0.999	1	0:00:05.399575
6120	5	5	1.43	0.998	1	0:00:05.399837
6140	9	9	1.51	0.999	1	0:00:05.398675
6160	2	2	0.617	0.892	1	0:00:05.406711
6180	0	0	0.864	0.958	1	0:00:05.397332
6200	3	3	1.17	0.99	1	0:00:05.395306
6220	2	3	0.633	0.897	0	0:00:05.398176
6240	2	2	1.41	0.998	1	0:00:05.395365
6260	2	6	0.316	0.736	0	0:00:05.724229
6280	8	5	0.28	0.712	0	0:00:05.535942
6300	1	1	0.239	0.684	1	0:00:05.505513
6320	0	0	0.807	0.947	1	0:00:05.502193
6340	3	3	1.56	0.999	1	0:00:05.498100
6360	2	2	0.564	0.87	1	0:00:05.505461
6380	3	3	0.93	0.968	1	0:00:05.679472
6400	0	0	1.46	0.998	1	0:00:05.639464
6420	7	7	1.6	0.999	1	0:00:05.562421
6440	3	3	0.575	0.875	1	0:00:05.527612
6460	3	3	1.6	0.999	1	0:00:05.507840
6480	0	0	1.46	0.998	1	0:00:05.520591
6500	7	-1	-0.163	0.372	0	0:00:05.525501
6520	6	4	0.0871	0.569	0	0:00:05.523260
6540	8	8	1.56	0.999	1	0:00:05.520712
6560	6	6	1.41	0.998	1	0:00:05.530821
6580	1	7	0.083	0.566	0	0:00:05.532671
6600	7	7	1.6	0.999	1	0:00:05.245394
6620	7	7	1.6	0.999	1	0:00:05.457416
6640	5	3	1.6	0.999	0	0:00:05.455736
6660	0	0	0.475	0.829	1	0:00:05.462860
6680	3	3	0.55	0.864	1	0:00:05.467535
6700	6	6	0.253	0.694	1	0:00:05.468277
6720	2	2	0.516	0.849	1	0:00:05.466954
6740	2	2	1.09	0.986	1	0:00:05.462319
6760	5	5	1.53	0.999	1	0:00:05.467223
6780	7	7	1.53	0.999	1	0:00:05.463444
6800	6	2	1.11	0.987	0	0:00:05.462738
6820	1	1	1.6	0.999	1	0:00:05.450392
6840	9	1	0.754	0.934	0	0:00:05.465813
6860	0	0	1.46	0.998	1	0:00:05.457051
6880	2	2	0.581	0.877	1	0:00:05.462545
6900	3	5	0.256	0.696	0	0:00:05.489006
6920	5	4	0.0779	0.562	0	0:00:05.805077
6940	1	1	1.6	0.999	1	0:00:05.384931
6960	9	-1	-0.0434	0.465	0	0:00:05.640231
6980	0	8	0.56	0.869	0	0:00:05.534682
7000	2	8	0.178	0.639	0	0:00:05.536024
7020	7	7	1.6	0.999	1	0:00:05.532038
7040	7	8	0.737	0.93	0	0:00:05.528944
7060	8	8	0.861	0.957	1	0:00:05.524830
7080	5	4	0.943	0.97	0	0:00:05.531820
7100	9	3	1.53	0.999	0	0:00:05.530077
7120	7	5	0.748	0.933	0	0:00:05.545465
7140	4	3	1.36	0.997	0	0:00:05.516357
7160	5	5	1.6	0.999	1	0:00:05.528667
7180	6	6	0.241	0.685	1	0:00:05.623976
7200	4	2	0.162	0.627	0	0:00:05.488688
7220	9	9	1.6	0.999	1	0:00:05.487417
7240	0	8	1.18	0.991	0	0:00:05.491365
7260	1	1	0.0869	0.569	1	0:00:05.489693
7280	1	-1	-0.0679	0.446	0	0:00:05.538810
7300	3	5	0.151	0.619	0	0:00:05.479204
7320	8	8	0.383	0.778	1	0:00:05.384877
7340	2	4	1.13	0.988	0	0:00:05.387355
7360	2	-1	-0.0706	0.444	0	0:00:05.391183
7380	7	7	0.329	0.744	1	0:00:05.395572
7400	3	3	1.25	0.994	1	0:00:05.672521
7420	3	-1	-0.00313	0.497	0	0:00:05.446950
7440	3	3	1.6	0.999	1	0:00:05.442937
7460	5	5	1.6	0.999	1	0:00:05.433607
7480	1	-1	-0.0878	0.43	0	0:00:05.435392
7500	6	6	1.6	0.999	1	0:00:05.439572
7520	4	4	0.734	0.929	1	0:00:05.435223
7540	5	5	1.51	0.999	1	0:00:05.441388
7560	0	0	0.458	0.82	1	0:00:05.434588
7580	8	8	1.6	0.999	1	0:00:05.433440
7600	8	-1	-0.193	0.35	0	0:00:05.447342
7620	5	3	0.382	0.778	0	0:00:05.448017
7640	9	-1	-0.0591	0.453	0	0:00:05.451875
7660	7	4	0.0125	0.51	0	0:00:05.480735
7680	3	3	1.6	0.999	1	0:00:05.468477
7700	6	3	0.926	0.968	0	0:00:05.463224
7720	5	2	0.0457	0.536	0	0:00:05.461294
7740	4	4	0.259	0.698	1	0:00:05.465061
7760	2	6	0.0969	0.577	0	0:00:05.468195
7780	3	9	0.577	0.876	0	0:00:05.472523
7800	0	8	0.257	0.697	0	0:00:05.456156
7820	5	3	0.931	0.969	0	0:00:05.392799
7840	1	1	0.926	0.968	1	0:00:05.707576
7860	8	2	0.104	0.582	0	0:00:05.455354
7880	0	0	0.129	0.602	1	0:00:05.455609
7900	0	8	0.216	0.667	0	0:00:05.455261
7920	9	9	0.286	0.716	1	0:00:05.454437
7940	2	-1	-0.224	0.327	0	0:00:05.442223
7960	0	0	0.564	0.87	1	0:00:05.435084
7980	3	3	0.59	0.881	1	0:00:05.452244
8000	9	9	1.14	0.988	1	0:00:05.452892
8020	6	3	1.6	0.999	0	0:00:05.439703
8040	2	2	1.43	0.998	1	0:00:05.460049
8060	6	6	0.732	0.929	1	0:00:05.457147
8080	4	4	0.828	0.951	1	0:00:05.454231
8100	6	6	0.236	0.682	1	0:00:05.460574
8120	8	9	0.857	0.957	0	0:00:05.456447
8140	5	3	0.469	0.826	0	0:00:05.525262
8160	6	6	1.6	0.999	1	0:00:05.672476
8180	4	4	0.288	0.717	1	0:00:05.480609
8200	3	4	0.256	0.696	0	0:00:05.468308
8220	6	5	0.724	0.926	0	0:00:05.467951
8240	7	7	1.6	0.999	1	0:00:05.455730
8260	1	1	1.6	0.999	1	0:00:05.456561
8280	4	5	0.554	0.866	0	0:00:05.463806
8300	5	2	0.274	0.708	0	0:00:05.464872
8320	7	3	1.6	0.999	0	0:00:05.449492
8340	5	3	0.303	0.727	0	0:00:05.459383
8360	7	7	1.6	0.999	1	0:00:05.455250
8380	9	-1	-0.0392	0.469	0	0:00:05.465176
8400	0	0	0.32	0.739	1	0:00:05.453467
8420	3	6	0.386	0.78	0	0:00:05.461572
8440	5	3	0.392	0.783	0	0:00:05.468445
8460	8	8	1.6	0.999	1	0:00:05.448369
8480	2	2	0.0612	0.549	1	0:00:05.466017
8500	4	4	1.37	0.997	1	0:00:05.461557
8520	8	8	0.776	0.94	1	0:00:05.465466
8540	4	-1	-0.0264	0.479	0	0:00:05.466356
8560	7	7	1.41	0.998	1	0:00:05.466737
8580	3	3	0.316	0.736	1	0:00:05.466018
8600	3	3	1.56	0.999	1	0:00:05.458137
8620	3	3	0.265	0.702	1	0:00:05.464766
8640	1	-1	-0.014	0.489	0	0:00:05.459087
8660	7	7	1.6	0.999	1	0:00:05.459715
8680	3	2	0.103	0.581	0	0:00:05.462432
8700	3	3	1.46	0.998	1	0:00:05.462782
8720	2	0	1.53	0.999	0	0:00:05.447555
8740	2	2	0.97	0.974	1	0:00:05.463830
8760	8	8	0.291	0.72	1	0:00:05.458878
8780	4	4	0.613	0.89	1	0:00:05.461682
8800	0	0	1.6	0.999	1	0:00:05.441747
8820	2	2	1.6	0.999	1	0:00:05.527788
8840	2	2	0.701	0.92	1	0:00:05.437152
8860	2	2	0.963	0.973	1	0:00:05.433100
8880	1	1	1.38	0.997	1	0:00:05.418768
8900	2	4	0.718	0.925	0	0:00:05.434880
8920	6	6	1.42	0.998	1	0:00:05.429187
8940	6	3	0.823	0.95	0	0:00:05.440631
8960	0	0	0.392	0.783	1	0:00:05.413075
8980	9	9	1.27	0.995	1	0:00:05.436539
9000	8	8	1.6	0.999	1	0:00:05.431573
9020	7	7	1.3	0.995	1	0:00:05.441339
9040	2	5	1.09	0.986	0	0:00:05.443293
9060	9	9	1.08	0.985	1	0:00:05.430676
9080	3	3	0.143	0.613	1	0:00:05.422615
9100	9	-1	-0.263	0.299	0	0:00:05.427500
9120	3	-1	-0.0159	0.487	0	0:00:05.426326
9140	7	2	0.221	0.671	0	0:00:05.432599
9160	5	5	1.04	0.981	1	0:00:05.428276
9180	5	5	1.6	0.999	1	0:00:05.435488
9200	8	8	1.6	0.999	1	0:00:05.426250
9220	8	8	1.6	0.999	1	0:00:05.435101
9240	8	8	1.53	0.999	1	0:00:05.432952
9260	5	5	1.25	0.994	1	0:00:05.540002
9280	9	2	0.6	0.885	0	0:00:05.318135
9300	5	2	0.236	0.682	0	0:00:05.327708
9320	9	9	1.6	0.999	1	0:00:05.779986
9340	1	1	1.6	0.999	1	0:00:05.753848
9360	5	5	0.309	0.732	1	0:00:05.444492
9380	5	3	1.31	0.996	0	0:00:05.435290
9400	6	-1	-0.112	0.412	0	0:00:05.434159
9420	5	5	0.649	0.903	1	0:00:05.432442
9440	8	8	1.6	0.999	1	0:00:05.430259
9460	3	3	0.321	0.74	1	0:00:05.419747
9480	2	2	0.73	0.928	1	0:00:05.422768
9500	9	9	0.394	0.785	1	0:00:05.508832
9520	1	3	0.0465	0.537	0	0:00:05.401913
9540	5	5	0.265	0.702	1	0:00:05.402664
9560	9	5	0.435	0.808	0	0:00:05.398888
9580	1	1	1.37	0.997	1	0:00:05.584494
9600	8	8	1.6	0.999	1	0:00:05.385903
9620	4	4	1.06	0.983	1	0:00:05.395247
9640	5	2	0.481	0.832	0	0:00:05.399854
9660	6	6	1.6	0.999	1	0:00:05.398032
9680	8	8	1.6	0.999	1	0:00:05.395444
9700	0	0	0.392	0.784	1	0:00:05.396512
9720	8	8	0.205	0.659	1	0:00:05.395607
9740	3	6	0.316	0.736	0	0:00:05.400674
9760	9	3	0.985	0.976	0	0:00:05.397544
9780	4	6	0.958	0.972	0	0:00:05.394253
9800	1	1	1.6	0.999	1	0:00:05.393407
9820	0	8	1.34	0.996	0	0:00:05.403400
9840	4	3	1.6	0.999	0	0:00:05.394232
9860	0	2	0.968	0.974	0	0:00:05.398937
9880	7	3	0.794	0.944	0	0:00:05.399906
9900	8	8	1.51	0.999	1	0:00:05.399463
9920	6	6	1.42	0.998	1	0:00:05.398386
9940	4	4	0.0643	0.551	1	0:00:05.405848
9960	2	0	1.6	0.999	0	0:00:05.395963
9980	0	0	1.6	0.999	1	0:00:05.396650
