idx	label	predict	radius	pABar	correct	time
2000	1	-1	-0.0177	0.486	0	0:00:05.453116
2020	9	9	1.53	0.999	1	0:00:05.443548
2040	0	0	1.13	0.988	1	0:00:05.439521
2060	5	3	0.939	0.97	0	0:00:05.444363
2080	1	1	0.178	0.639	1	0:00:05.447470
2100	2	2	1.03	0.98	1	0:00:05.450385
2120	4	8	0.631	0.896	0	0:00:05.445382
2140	9	9	1.3	0.995	1	0:00:05.447665
2160	0	0	0.463	0.823	1	0:00:05.436826
2180	4	4	1.22	0.993	1	0:00:05.450241
2200	0	2	0.134	0.606	0	0:00:05.439671
2220	1	1	1.56	0.999	1	0:00:05.451087
2240	9	-1	-0.167	0.369	0	0:00:05.454739
2260	4	4	1.2	0.992	1	0:00:05.458948
2280	4	-1	-0.185	0.356	0	0:00:05.560995
2300	3	3	0.0274	0.522	1	0:00:05.751216
2320	5	2	1.04	0.981	0	0:00:05.414598
2340	7	7	1.6	0.999	1	0:00:05.416338
2360	7	-1	-0.016	0.487	0	0:00:05.426885
2380	8	8	1.49	0.999	1	0:00:06.116406
2400	0	0	0.933	0.969	1	0:00:05.606449
2420	8	5	0.0693	0.555	0	0:00:05.815874
2440	7	7	0.904	0.965	1	0:00:05.503422
2460	9	7	0.0769	0.561	0	0:00:05.510057
2480	8	8	1.47	0.998	1	0:00:05.507610
2500	4	4	0.348	0.757	1	0:00:05.520635
2520	1	1	0.485	0.834	1	0:00:05.509827
2540	2	-1	-0.0433	0.466	0	0:00:05.520471
2560	7	7	0.173	0.635	1	0:00:05.505173
2580	6	6	0.186	0.645	1	0:00:05.512058
2600	8	8	1.6	0.999	1	0:00:05.502755
2620	1	1	0.293	0.721	1	0:00:05.505436
2640	7	7	1.18	0.991	1	0:00:05.508938
2660	3	2	0.155	0.622	0	0:00:05.499754
2680	0	0	1.6	0.999	1	0:00:05.494672
2700	9	9	0.387	0.78	1	0:00:05.513227
2720	3	3	0.823	0.95	1	0:00:05.516766
2740	1	1	0.831	0.952	1	0:00:05.515399
2760	2	2	1.16	0.99	1	0:00:05.512913
2780	7	7	1.56	0.999	1	0:00:05.508118
2800	4	4	0.188	0.647	1	0:00:05.736610
2820	6	6	1.2	0.992	1	0:00:05.479572
2840	3	3	1.6	0.999	1	0:00:05.466134
2860	5	-1	-0.341	0.247	0	0:00:05.473273
2880	4	4	1.56	0.999	1	0:00:05.471433
2900	3	5	0.0417	0.533	0	0:00:05.475271
2920	2	3	0.618	0.892	0	0:00:05.460588
2940	3	0	0.959	0.972	0	0:00:05.469148
2960	9	9	0.713	0.923	1	0:00:05.896543
2980	8	8	0.75	0.933	1	0:00:05.770358
3000	5	5	1.56	0.999	1	0:00:05.628122
3020	1	1	1.13	0.988	1	0:00:05.456530
3040	7	7	1.6	0.999	1	0:00:05.455523
3060	7	7	0.82	0.949	1	0:00:05.462424
3080	1	1	0.522	0.852	1	0:00:05.464532
3100	0	0	1.2	0.992	1	0:00:05.448730
3120	4	2	0.362	0.766	0	0:00:05.465140
3140	8	8	1.37	0.997	1	0:00:05.453659
3160	6	2	0.559	0.868	0	0:00:05.466838
3180	3	3	0.826	0.951	1	0:00:05.460691
3200	5	7	0.154	0.621	0	0:00:05.467996
3220	3	3	0.234	0.68	1	0:00:05.470959
3240	4	-1	-0.0978	0.422	0	0:00:05.470411
3260	7	7	1.38	0.997	1	0:00:05.463189
3280	3	5	0.668	0.909	0	0:00:05.449900
3300	4	4	0.425	0.802	1	0:00:05.463549
3320	2	7	1.11	0.987	0	0:00:05.467028
3340	6	6	0.497	0.84	1	0:00:05.457035
3360	4	4	0.237	0.682	1	0:00:05.470373
3380	8	8	1.56	0.999	1	0:00:05.466354
3400	6	4	1.04	0.981	0	0:00:05.474258
3420	5	3	0.465	0.824	0	0:00:05.469856
3440	2	3	1.02	0.979	0	0:00:05.469295
3460	1	1	0.915	0.966	1	0:00:05.468715
3480	2	2	1.6	0.999	1	0:00:05.458499
3500	1	1	0.48	0.831	1	0:00:05.466223
3520	1	1	1.49	0.999	1	0:00:05.460139
3540	6	6	0.869	0.959	1	0:00:05.466603
3560	1	-1	-0.154	0.379	0	0:00:05.472378
3580	4	4	0.221	0.671	1	0:00:05.470085
3600	4	2	1.35	0.996	0	0:00:05.464675
3620	0	-1	-0.0369	0.471	0	0:00:05.802990
3640	6	2	0.491	0.837	0	0:00:05.832349
3660	0	0	0.628	0.896	1	0:00:05.351951
3680	0	-1	-0.19	0.352	0	0:00:05.362230
3700	3	3	1.13	0.988	1	0:00:05.432037
3720	2	2	1.6	0.999	1	0:00:06.112885
3740	0	0	1.15	0.99	1	0:00:05.391984
3760	7	7	1.11	0.987	1	0:00:05.403638
3780	4	4	0.16	0.625	1	0:00:05.394141
3800	9	9	0.605	0.887	1	0:00:05.398724
3820	0	-1	-0.0728	0.442	0	0:00:05.388770
3840	6	3	0.75	0.933	0	0:00:05.397563
3860	7	7	1.6	0.999	1	0:00:05.387256
3880	6	4	0.022	0.518	0	0:00:05.419163
3900	3	6	0.877	0.96	0	0:00:05.925135
3920	7	-1	-0.0267	0.479	0	0:00:05.356622
3940	6	-1	-0.312	0.266	0	0:00:05.761059
3960	2	2	1.43	0.998	1	0:00:05.959295
3980	9	9	0.111	0.588	1	0:00:05.714803
4000	8	0	0.14	0.61	0	0:00:05.521635
4020	8	8	0.953	0.972	1	0:00:05.670418
4040	0	0	1.6	0.999	1	0:00:05.889438
4060	6	6	0.0405	0.532	1	0:00:05.321217
4080	1	1	0.804	0.946	1	0:00:05.512732
4100	7	7	1.6	0.999	1	0:00:05.366534
4120	4	4	0.821	0.95	1	0:00:05.859487
4140	5	5	0.925	0.968	1	0:00:05.796592
4160	5	-1	-0.0423	0.466	0	0:00:05.322276
4180	0	8	0.428	0.804	0	0:00:05.828290
4200	4	2	0.448	0.815	0	0:00:05.424925
4220	4	0	1.47	0.998	0	0:00:05.420797
4240	7	0	0.24	0.684	0	0:00:05.434125
4260	8	8	1.51	0.999	1	0:00:05.958897
4280	8	-1	-0.0619	0.451	0	0:00:05.510765
4300	8	8	1.56	0.999	1	0:00:05.501364
4320	1	8	0.157	0.624	0	0:00:05.498857
4340	0	0	1.26	0.994	1	0:00:05.517039
4360	6	-1	-0.0497	0.46	0	0:00:05.524506
4380	9	9	0.169	0.632	1	0:00:05.520469
4400	3	4	0.0776	0.562	0	0:00:05.516376
4420	5	5	0.317	0.737	1	0:00:05.522025
4440	2	2	0.774	0.939	1	0:00:05.522156
4460	9	9	0.307	0.73	1	0:00:05.522490
4480	9	9	1.19	0.991	1	0:00:05.517643
4500	3	5	0.767	0.938	0	0:00:05.510951
4520	3	6	0.211	0.664	0	0:00:05.511771
4540	9	9	1.6	0.999	1	0:00:05.336924
4560	1	1	1.24	0.994	1	0:00:05.652022
4580	6	4	0.241	0.685	0	0:00:05.407810
4600	4	-1	-0.0135	0.489	0	0:00:05.405879
4620	7	3	0.574	0.874	0	0:00:05.406262
4640	2	2	0.776	0.94	1	0:00:05.408931
4660	7	7	0.125	0.599	1	0:00:05.408989
4680	9	-1	-0.0451	0.464	0	0:00:05.406899
4700	6	5	0.129	0.602	0	0:00:05.406164
4720	8	8	0.461	0.822	1	0:00:05.403836
4740	5	3	0.884	0.962	0	0:00:05.629534
4760	3	2	0.000125	0.5	0	0:00:05.525159
4780	0	0	0.889	0.962	1	0:00:05.521901
4800	9	9	1.6	0.999	1	0:00:05.519882
4820	3	3	1.21	0.992	1	0:00:05.534807
4840	0	0	1.6	0.999	1	0:00:05.506006
4860	5	5	1.07	0.984	1	0:00:05.513277
4880	0	-1	-0.162	0.373	0	0:00:05.500036
4900	3	3	0.0813	0.565	1	0:00:05.506206
4920	7	7	1.6	0.999	1	0:00:05.394760
4940	6	-1	-0.0175	0.486	0	0:00:05.389218
4960	4	3	0.406	0.792	0	0:00:05.590308
4980	1	9	0.679	0.913	0	0:00:05.487756
5000	7	7	1.6	0.999	1	0:00:05.406832
5020	8	8	1.6	0.999	1	0:00:05.828178
5040	3	3	0.146	0.615	1	0:00:05.790996
5060	6	-1	-0.0122	0.49	0	0:00:05.417126
5080	7	7	1.47	0.998	1	0:00:05.397465
5100	3	3	1.56	0.999	1	0:00:05.400824
5120	9	9	0.508	0.845	1	0:00:05.411158
5140	8	8	1.51	0.999	1	0:00:05.400811
5160	0	0	0.487	0.835	1	0:00:05.404082
5180	9	-1	-0.114	0.41	0	0:00:05.407578
5200	3	3	1.6	0.999	1	0:00:05.406220
5220	0	0	0.897	0.964	1	0:00:05.523012
5240	1	9	0.0452	0.536	0	0:00:05.627541
5260	0	0	1.53	0.999	1	0:00:05.665323
5280	0	8	0.0965	0.577	0	0:00:05.964519
5300	9	9	0.729	0.928	1	0:00:05.432984
5320	7	7	1.28	0.995	1	0:00:05.386776
5340	3	4	1.27	0.994	0	0:00:05.387911
5360	9	9	1.02	0.979	1	0:00:05.389886
5380	1	9	0.336	0.749	0	0:00:05.379005
5400	9	9	1.39	0.997	1	0:00:05.858519
5420	6	6	0.938	0.97	1	0:00:05.929944
5440	9	9	1.6	0.999	1	0:00:05.717932
5460	0	0	1.6	0.999	1	0:00:05.686466
5480	1	1	0.558	0.868	1	0:00:05.566652
5500	8	8	0.92	0.967	1	0:00:05.550329
5520	4	-1	-0.0263	0.479	0	0:00:05.571304
5540	5	-1	-0.269	0.295	0	0:00:05.559404
5560	3	5	0.0162	0.513	0	0:00:05.559496
5580	5	3	0.535	0.858	0	0:00:05.498488
5600	6	-1	-0.0987	0.422	0	0:00:05.345625
5620	3	6	0.334	0.748	0	0:00:05.684649
5640	2	2	0.899	0.964	1	0:00:05.435689
5660	9	9	0.456	0.819	1	0:00:05.438814
5680	2	3	0.774	0.939	0	0:00:05.450743
5700	3	3	0.0602	0.548	1	0:00:05.456827
5720	9	9	1.53	0.999	1	0:00:05.450768
5740	6	6	0.988	0.976	1	0:00:05.445139
5760	2	2	0.566	0.871	1	0:00:05.436886
5780	7	7	1.6	0.999	1	0:00:05.440235
5800	2	2	0.273	0.708	1	0:00:05.448339
5820	5	5	0.186	0.645	1	0:00:05.446736
5840	2	2	0.696	0.918	1	0:00:05.445860
5860	0	0	0.295	0.722	1	0:00:05.446746
5880	0	0	1.39	0.997	1	0:00:05.443790
5900	4	-1	-0.287	0.283	0	0:00:05.441736
5920	8	8	1.6	0.999	1	0:00:05.444715
5940	7	4	0.516	0.849	0	0:00:05.450469
5960	2	6	0.272	0.707	0	0:00:05.446463
5980	9	9	1.53	0.999	1	0:00:05.433827
6000	8	8	0.635	0.898	1	0:00:05.439568
6020	6	6	0.946	0.971	1	0:00:05.452235
6040	2	7	0.0537	0.543	0	0:00:05.443424
6060	3	3	0.131	0.603	1	0:00:05.439411
6080	1	1	0.795	0.944	1	0:00:05.444359
6100	1	1	1.28	0.995	1	0:00:05.446856
6120	5	5	1.09	0.985	1	0:00:05.436729
6140	9	9	1.26	0.994	1	0:00:05.417323
6160	2	2	0.363	0.766	1	0:00:05.424157
6180	0	0	0.964	0.973	1	0:00:05.345711
6200	3	3	0.9	0.964	1	0:00:05.234075
6220	2	5	0.457	0.82	0	0:00:05.203122
6240	2	2	0.502	0.842	1	0:00:05.123769
6260	2	6	0.0873	0.569	0	0:00:05.233959
6280	8	5	0.284	0.715	0	0:00:05.131627
6300	1	1	0.457	0.82	1	0:00:05.144461
6320	0	0	0.82	0.95	1	0:00:05.153584
6340	3	3	1.25	0.994	1	0:00:05.076849
6360	2	2	0.608	0.888	1	0:00:05.070067
6380	3	3	0.491	0.837	1	0:00:05.130426
6400	0	0	0.122	0.597	1	0:00:05.257369
6420	7	7	1.6	0.999	1	0:00:05.470555
6440	3	3	0.0711	0.557	1	0:00:05.433258
6460	3	3	0.984	0.976	1	0:00:05.322374
6480	0	0	1.01	0.978	1	0:00:05.403915
6500	7	-1	-0.0135	0.489	0	0:00:05.444911
6520	6	2	0.0386	0.531	0	0:00:05.319605
6540	8	8	1.17	0.99	1	0:00:05.276809
6560	6	6	0.46	0.821	1	0:00:05.311713
6580	1	-1	-0.0722	0.443	0	0:00:05.647134
6600	7	7	1.6	0.999	1	0:00:05.678652
6620	7	7	1.53	0.999	1	0:00:05.427834
6640	5	3	1.22	0.993	0	0:00:05.361027
6660	0	0	1.05	0.982	1	0:00:05.346966
6680	3	3	0.544	0.862	1	0:00:05.348982
6700	6	6	0.125	0.598	1	0:00:05.341125
6720	2	2	0.615	0.891	1	0:00:05.347616
6740	2	2	0.5	0.842	1	0:00:05.319581
6760	5	5	1.25	0.994	1	0:00:05.333869
6780	7	7	1.6	0.999	1	0:00:05.362372
6800	6	-1	-0.0902	0.428	0	0:00:05.401659
6820	1	1	1.6	0.999	1	0:00:05.386490
6840	9	9	0.55	0.864	1	0:00:05.304967
6860	0	0	0.437	0.809	1	0:00:05.361761
6880	2	2	0.753	0.934	1	0:00:05.361726
6900	3	5	0.113	0.589	0	0:00:05.259710
6920	5	4	0.0984	0.578	0	0:00:05.326926
6940	1	1	1.6	0.999	1	0:00:05.324389
6960	9	9	0.143	0.613	1	0:00:05.324844
6980	0	-1	-0.148	0.383	0	0:00:05.325926
7000	2	-1	-0.104	0.418	0	0:00:05.324344
7020	7	7	1.6	0.999	1	0:00:05.289506
7040	7	8	0.235	0.681	0	0:00:05.326839
7060	8	8	1.02	0.98	1	0:00:05.327194
7080	5	4	0.721	0.925	0	0:00:05.335626
7100	9	3	0.417	0.798	0	0:00:05.334605
7120	7	5	0.428	0.804	0	0:00:05.323794
7140	4	4	0.223	0.672	1	0:00:05.328292
7160	5	5	1.35	0.996	1	0:00:05.333797
7180	6	6	0.647	0.902	1	0:00:05.335813
7200	4	-1	-0.215	0.334	0	0:00:05.332479
7220	9	9	1.18	0.991	1	0:00:05.329479
7240	0	8	0.226	0.674	0	0:00:05.344263
7260	1	1	0.479	0.831	1	0:00:05.345698
7280	1	9	0.259	0.698	0	0:00:05.267901
7300	3	4	0.316	0.736	0	0:00:05.260411
7320	8	8	0.569	0.872	1	0:00:05.258672
7340	2	4	0.274	0.708	0	0:00:05.246921
7360	2	4	0.00339	0.503	0	0:00:05.239530
7380	7	7	1.17	0.99	1	0:00:05.243885
7400	3	3	0.993	0.977	1	0:00:05.346072
7420	3	4	0.0646	0.551	0	0:00:05.424428
7440	3	3	0.991	0.976	1	0:00:05.284160
7460	5	5	1.43	0.998	1	0:00:05.279715
7480	1	8	0.795	0.944	0	0:00:05.282541
7500	6	6	1.6	0.999	1	0:00:05.447359
7520	4	4	0.421	0.8	1	0:00:05.526898
7540	5	5	1.56	0.999	1	0:00:05.501993
7560	0	0	0.628	0.895	1	0:00:05.496927
7580	8	8	1.53	0.999	1	0:00:05.492077
7600	8	-1	-0.149	0.383	0	0:00:05.502710
7620	5	3	0.318	0.738	0	0:00:05.532107
7640	9	8	0.0988	0.578	0	0:00:05.440492
7660	7	4	0.0281	0.522	0	0:00:05.434378
7680	3	3	0.342	0.753	1	0:00:05.451075
7700	6	6	1.23	0.993	1	0:00:05.432606
7720	5	2	0.0422	0.534	0	0:00:05.431958
7740	4	-1	-0.084	0.433	0	0:00:05.430130
7760	2	9	0.0589	0.547	0	0:00:05.380448
7780	3	-1	-0.123	0.403	0	0:00:05.359895
7800	0	0	0.806	0.946	1	0:00:05.348539
7820	5	5	0.367	0.769	1	0:00:05.350292
7840	1	1	1.6	0.999	1	0:00:05.467398
7860	8	8	0.577	0.876	1	0:00:05.387343
7880	0	0	0.287	0.717	1	0:00:05.675608
7900	0	8	0.31	0.732	0	0:00:05.576126
7920	9	9	0.42	0.799	1	0:00:05.404171
7940	2	-1	-0.0389	0.469	0	0:00:05.306729
7960	0	0	0.624	0.894	1	0:00:05.652932
7980	3	3	0.562	0.869	1	0:00:05.542563
8000	9	9	1.33	0.996	1	0:00:05.415786
8020	6	3	1.12	0.988	0	0:00:05.350994
8040	2	2	1.56	0.999	1	0:00:05.359543
8060	6	6	0.759	0.935	1	0:00:05.355217
8080	4	4	0.236	0.682	1	0:00:05.356037
8100	6	6	0.327	0.744	1	0:00:05.351280
8120	8	9	0.791	0.943	0	0:00:05.328015
8140	5	4	0.229	0.676	0	0:00:05.331357
8160	6	6	1.53	0.999	1	0:00:05.333314
8180	4	4	0.354	0.76	1	0:00:05.337896
8200	3	4	0.641	0.9	0	0:00:05.340572
8220	6	-1	-0.291	0.281	0	0:00:05.338263
8240	7	7	1.56	0.999	1	0:00:05.339832
8260	1	1	1.6	0.999	1	0:00:05.333910
8280	4	5	0.37	0.77	0	0:00:05.339579
8300	5	2	0.282	0.713	0	0:00:05.333958
8320	7	4	0.0466	0.537	0	0:00:05.338364
8340	5	3	0.293	0.721	0	0:00:05.335038
8360	7	7	1.6	0.999	1	0:00:05.330958
8380	9	9	1.29	0.995	1	0:00:05.344900
8400	0	-1	-0.0854	0.432	0	0:00:05.340598
8420	3	6	0.374	0.773	0	0:00:05.341122
8440	5	3	0.00251	0.502	0	0:00:05.552804
8460	8	8	1.6	0.999	1	0:00:05.514064
8480	2	2	0.746	0.932	1	0:00:05.765418
8500	4	4	1.11	0.987	1	0:00:05.545990
8520	8	8	0.738	0.93	1	0:00:05.571594
8540	4	2	0.243	0.686	0	0:00:05.549958
8560	7	7	1.14	0.989	1	0:00:05.555859
8580	3	-1	-0.068	0.446	0	0:00:05.551489
8600	3	3	0.689	0.916	1	0:00:05.545792
8620	3	4	0.0855	0.568	0	0:00:05.350134
8640	1	1	0.7	0.919	1	0:00:05.393988
8660	7	7	1.47	0.998	1	0:00:05.385454
8680	3	-1	-0.204	0.342	0	0:00:05.390671
8700	3	3	0.717	0.924	1	0:00:05.371498
8720	2	0	1.47	0.998	0	0:00:05.367745
8740	2	2	0.5	0.841	1	0:00:06.041282
8760	8	8	1.49	0.999	1	0:00:05.683088
8780	4	4	0.791	0.943	1	0:00:05.538054
8800	0	0	1.51	0.999	1	0:00:05.532800
8820	2	2	1.6	0.999	1	0:00:05.533633
8840	2	-1	-0.00364	0.497	0	0:00:05.533550
8860	2	2	1.13	0.988	1	0:00:05.542022
8880	1	1	1.37	0.997	1	0:00:05.642018
8900	2	4	0.632	0.897	0	0:00:05.456157
8920	6	6	0.966	0.973	1	0:00:05.606481
8940	6	3	0.788	0.943	0	0:00:05.408109
8960	0	0	0.874	0.96	1	0:00:05.393872
8980	9	9	1.6	0.999	1	0:00:05.387709
9000	8	8	1.6	0.999	1	0:00:05.365194
9020	7	7	1.11	0.987	1	0:00:05.380359
9040	2	5	0.403	0.79	0	0:00:05.612882
9060	9	9	0.905	0.965	1	0:00:05.848830
9080	3	3	0.113	0.59	1	0:00:05.549699
9100	9	-1	-0.0609	0.452	0	0:00:05.463930
9120	3	3	0.0594	0.547	1	0:00:05.446303
9140	7	7	0.0391	0.531	1	0:00:05.452567
9160	5	3	0.227	0.675	0	0:00:05.309762
9180	5	5	1.51	0.999	1	0:00:05.354162
9200	8	8	1.6	0.999	1	0:00:05.335044
9220	8	8	1.6	0.999	1	0:00:05.340303
9240	8	8	1.29	0.995	1	0:00:05.349361
9260	5	5	1.28	0.995	1	0:00:05.347495
9280	9	8	0.267	0.703	0	0:00:05.349968
9300	5	-1	-0.0244	0.481	0	0:00:05.359004
9320	9	9	1.44	0.998	1	0:00:05.370665
9340	1	1	1.6	0.999	1	0:00:05.365239
9360	5	5	0.303	0.728	1	0:00:05.374115
9380	5	3	1.01	0.978	0	0:00:05.375404
9400	6	6	0.357	0.762	1	0:00:05.378819
9420	5	5	1.23	0.993	1	0:00:05.374441
9440	8	8	1.6	0.999	1	0:00:05.358878
9460	3	7	0.661	0.907	0	0:00:05.345452
9480	2	2	0.173	0.635	1	0:00:05.350643
9500	9	9	0.572	0.874	1	0:00:05.349510
9520	1	1	1.02	0.979	1	0:00:05.359943
9540	5	5	0.475	0.829	1	0:00:05.357913
9560	9	7	0.0498	0.54	0	0:00:05.350541
9580	1	1	0.575	0.875	1	0:00:05.420489
9600	8	8	1.04	0.981	1	0:00:05.588714
9620	4	4	0.799	0.945	1	0:00:05.373933
9640	5	-1	-0.142	0.388	0	0:00:05.588747
9660	6	6	1.6	0.999	1	0:00:05.386460
9680	8	8	1.6	0.999	1	0:00:05.380574
9700	0	0	1.08	0.984	1	0:00:05.377161
9720	8	8	0.13	0.603	1	0:00:05.382533
9740	3	6	0.0191	0.515	0	0:00:05.384485
9760	9	3	0.424	0.802	0	0:00:05.386447
9780	4	-1	-0.182	0.358	0	0:00:05.386689
9800	1	1	1.6	0.999	1	0:00:05.375182
9820	0	8	0.807	0.947	0	0:00:05.380212
9840	4	-1	-0.0889	0.429	0	0:00:05.393960
9860	0	5	0.0741	0.559	0	0:00:05.762988
9880	7	7	0.185	0.644	1	0:00:05.626153
9900	8	8	1.1	0.986	1	0:00:05.476931
9920	6	6	0.665	0.908	1	0:00:05.484662
9940	4	5	0.128	0.601	0	0:00:05.494072
9960	2	0	1.51	0.999	0	0:00:05.469568
9980	0	0	1.6	0.999	1	0:00:05.355349
